id,text,label,present
ma335arg6,"That point of view is very scary. You think the government should be able to control your personal life even when your minding your own business and hurting no one. And yet also allow big corporations to push substances more deadly than marijuana on consumers (Alcohol, Tobacco, Prescription Drugs).   Legalization is about the fact that a person should have the right to privacy and the choice to live their lives how they see fit as long as they hurt no one else. Consider the fact that prescription drugs have become the number one killer in these recent years. People are going to get high off what is available; why restrict them to things that are more dangerous. And why criminalize people who choose to use natural herbs instead of stuff created in laboratories.  Last I checked America was a country of liberty and freedom; but I guess that doesn't mean the same thing in this last century. The founding fathers didn't want to have some central government dictating the citizen's daily lives. It is supposed to be a government by the people and for the people. And most importantly under the law of the constitution. People don't want anything they don't deserve; they only want the one thing supposedly guaranteed in this country; Freedom.  Now if you think its mindless self indulgence to want freedom than you must be a fascist or a communist or maybe just confused and controlled; regardless I pity you.",c-health,0
ma335arg7,"That point of view is very scary. You think the government should be able to control your personal life even when your minding your own business and hurting no one. And yet also allow big corporations to push substances more deadly than marijuana on consumers (Alcohol, Tobacco, Prescription Drugs).   Legalization is about the fact that a person should have the right to privacy and the choice to live their lives how they see fit as long as they hurt no one else. Consider the fact that prescription drugs have become the number one killer in these recent years. People are going to get high off what is available; why restrict them to things that are more dangerous. And why criminalize people who choose to use natural herbs instead of stuff created in laboratories.  Last I checked America was a country of liberty and freedom; but I guess that doesn't mean the same thing in this last century. The founding fathers didn't want to have some central government dictating the citizen's daily lives. It is supposed to be a government by the people and for the people. And most importantly under the law of the constitution. People don't want anything they don't deserve; they only want the one thing supposedly guaranteed in this country; Freedom.  Now if you think its mindless self indulgence to want freedom than you must be a fascist or a communist or maybe just confused and controlled; regardless I pity you.",c-mind,0
ma335arg8,"That point of view is very scary. You think the government should be able to control your personal life even when your minding your own business and hurting no one. And yet also allow big corporations to push substances more deadly than marijuana on consumers (Alcohol, Tobacco, Prescription Drugs).   Legalization is about the fact that a person should have the right to privacy and the choice to live their lives how they see fit as long as they hurt no one else. Consider the fact that prescription drugs have become the number one killer in these recent years. People are going to get high off what is available; why restrict them to things that are more dangerous. And why criminalize people who choose to use natural herbs instead of stuff created in laboratories.  Last I checked America was a country of liberty and freedom; but I guess that doesn't mean the same thing in this last century. The founding fathers didn't want to have some central government dictating the citizen's daily lives. It is supposed to be a government by the people and for the people. And most importantly under the law of the constitution. People don't want anything they don't deserve; they only want the one thing supposedly guaranteed in this country; Freedom.  Now if you think its mindless self indulgence to want freedom than you must be a fascist or a communist or maybe just confused and controlled; regardless I pity you.",c-illegal,0
ma335arg9,"That point of view is very scary. You think the government should be able to control your personal life even when your minding your own business and hurting no one. And yet also allow big corporations to push substances more deadly than marijuana on consumers (Alcohol, Tobacco, Prescription Drugs).   Legalization is about the fact that a person should have the right to privacy and the choice to live their lives how they see fit as long as they hurt no one else. Consider the fact that prescription drugs have become the number one killer in these recent years. People are going to get high off what is available; why restrict them to things that are more dangerous. And why criminalize people who choose to use natural herbs instead of stuff created in laboratories.  Last I checked America was a country of liberty and freedom; but I guess that doesn't mean the same thing in this last century. The founding fathers didn't want to have some central government dictating the citizen's daily lives. It is supposed to be a government by the people and for the people. And most importantly under the law of the constitution. People don't want anything they don't deserve; they only want the one thing supposedly guaranteed in this country; Freedom.  Now if you think its mindless self indulgence to want freedom than you must be a fascist or a communist or maybe just confused and controlled; regardless I pity you.",c-crime,0
ma335arg10,"That point of view is very scary. You think the government should be able to control your personal life even when your minding your own business and hurting no one. And yet also allow big corporations to push substances more deadly than marijuana on consumers (Alcohol, Tobacco, Prescription Drugs).   Legalization is about the fact that a person should have the right to privacy and the choice to live their lives how they see fit as long as they hurt no one else. Consider the fact that prescription drugs have become the number one killer in these recent years. People are going to get high off what is available; why restrict them to things that are more dangerous. And why criminalize people who choose to use natural herbs instead of stuff created in laboratories.  Last I checked America was a country of liberty and freedom; but I guess that doesn't mean the same thing in this last century. The founding fathers didn't want to have some central government dictating the citizen's daily lives. It is supposed to be a government by the people and for the people. And most importantly under the law of the constitution. People don't want anything they don't deserve; they only want the one thing supposedly guaranteed in this country; Freedom.  Now if you think its mindless self indulgence to want freedom than you must be a fascist or a communist or maybe just confused and controlled; regardless I pity you.",c-addiction,0
ma335arg11,"That point of view is very scary. You think the government should be able to control your personal life even when your minding your own business and hurting no one. And yet also allow big corporations to push substances more deadly than marijuana on consumers (Alcohol, Tobacco, Prescription Drugs).   Legalization is about the fact that a person should have the right to privacy and the choice to live their lives how they see fit as long as they hurt no one else. Consider the fact that prescription drugs have become the number one killer in these recent years. People are going to get high off what is available; why restrict them to things that are more dangerous. And why criminalize people who choose to use natural herbs instead of stuff created in laboratories.  Last I checked America was a country of liberty and freedom; but I guess that doesn't mean the same thing in this last century. The founding fathers didn't want to have some central government dictating the citizen's daily lives. It is supposed to be a government by the people and for the people. And most importantly under the law of the constitution. People don't want anything they don't deserve; they only want the one thing supposedly guaranteed in this country; Freedom.  Now if you think its mindless self indulgence to want freedom than you must be a fascist or a communist or maybe just confused and controlled; regardless I pity you.",c-Other,0
ma336arg0,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",p-not_addictive,1
ma336arg1,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",p-medicine,1
ma336arg2,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",p-legal,1
ma336arg3,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",p-right,0
ma336arg4,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",p-no_damage,0
ma336arg5,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",p-Other,0
ma336arg6,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",c-health,0
ma336arg7,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",c-mind,0
ma336arg8,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",c-illegal,0
ma336arg9,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",c-crime,0
ma336arg10,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",c-addiction,0
ma336arg11,"Marijuana has been rated the least harmful drug in a study made in UK, which means that there is no less harm being done to people using the drug. Also, marijuana has evidence of pharmaceutical uses, such as treatment of glaucoma. Because marijuana can be addictive, the government could sell the drug with a high tax, which would shrink the number of users of marijuana, and at the same time, stimulate the economy with these high payments going to the government. Overall, as long people don't smoke marijuana (there are more ways to use marijuana outside of smoking it), legalizing marijuana would be beneficial.",c-Other,0
ma337arg0,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",p-not_addictive,1
ma337arg1,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",p-medicine,0
ma337arg2,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",p-legal,0
ma337arg3,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",p-right,1
ma337arg4,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",p-no_damage,0
ma337arg5,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",p-Other,0
ma337arg6,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",c-health,0
ma337arg7,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",c-mind,0
ma337arg8,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",c-illegal,0
ma337arg9,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",c-crime,0
ma337arg10,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",c-addiction,0
ma337arg11,"Agree completely, the way the law is it has ruined so many peoples lives with jail time and criminal records with overly harsh and excessive mandatory sentences. Its just insane. It doesn't really hurt anyone, alcohol is far worse, yet when people tried to stop that with prohibition, it didn't work at all. It seems we haven't learned our lesson from our own recent history. So sad and tragic, because it was completely preventable. Be wise Legalize.",c-Other,0
ma338arg0,"I think you aren't well educated on what cannabis can actually do for society.  Did you know that if cannabis were legalized that it could replace the lumber industry with a renewable, green house resource? It requires no pesticides to grow, the pesticides companies don't like that. Big lumber are the guys who got the crop made illegal back in 1937. Crashes under impairment would likely go down, as many bars might adopt marijuana instead of alcohol. Orp people might start smoking instead of drinking. Studies have shown that impairment while driving (while not encouraged ,and should have a limit, like alcohol. Keep in mind we didn't develop one before re-legalizing it in 1937.) Other studies show that cannabis going illegal at the same time alcohol became legal again was a gift to organized crime.  See, organized crime didn't exist the way it did (or at all) before alcohol prohibition. That literally changed the face of our nation. Marijuana and other drug prohibition changed everything as well. It (marijuana) is responsible for 70% of Drug Cartel income. We can end that with legalization.  Industrial benefits of hemp: Can make 2x4 and other building material that is 2-4x stronger than wood. Lasts longer.  25,000 different products, 5,000 known textiles (That was in 1938!). They are looking into making polymer with it. Like those high grade plastics used in, well, almost everything. From guns to blow dryers, etc. etc. This would make a more environmentally-friendly version.  Same with paper, our Constitution is written on hemp paper. George Washington smoked hemp, and grew it, even telling others to do it. Benjamin Franklin had a hemp paper mill. And news press. Hemp paper is the highest quality paper in the world. And completely renewable and eco-friendly. Industrial hemp can be grown en-mass with very little THC, making thieves unlikely. Plus it could be grown as a number one cash crop from Cali to Utah to Nebraska and most of the Bible-belt states.  Did I mention you can build the body for a car using hemp polymer? Even space shuttles and planes! Then you can fuel them using hemp-fuel that has ZERO carbon emissions.  ""Why isn't it legal if it's so great?"" You ask? Well, it's simple. Big biz, Pharm, Tobacco (although they will be changing their mind, surely), alcohol, lumber, oil, people who in the pocket of the cartels, etc. Don't want that. Enough of them got enough people tricked to keep this going for years.  Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth. In 40 years of constant usage no user of just marijuana has ever gotten cancer or otherwise ill effects. Something would have shown up.  Dr. Lester Grinspoon, MD  Professor Emeritus, Harvard Medical School  ""There are no deaths from cannabis""  -Can be seen in the documentary ""The Union: The Business of Getting High""  Watch that on TopDocumentryFilms.com and then research and judge for yourself. Please!",p-not_addictive,1
ma338arg1,"I think you aren't well educated on what cannabis can actually do for society.  Did you know that if cannabis were legalized that it could replace the lumber industry with a renewable, green house resource? It requires no pesticides to grow, the pesticides companies don't like that. Big lumber are the guys who got the crop made illegal back in 1937. Crashes under impairment would likely go down, as many bars might adopt marijuana instead of alcohol. Orp people might start smoking instead of drinking. Studies have shown that impairment while driving (while not encouraged ,and should have a limit, like alcohol. Keep in mind we didn't develop one before re-legalizing it in 1937.) Other studies show that cannabis going illegal at the same time alcohol became legal again was a gift to organized crime.  See, organized crime didn't exist the way it did (or at all) before alcohol prohibition. That literally changed the face of our nation. Marijuana and other drug prohibition changed everything as well. It (marijuana) is responsible for 70% of Drug Cartel income. We can end that with legalization.  Industrial benefits of hemp: Can make 2x4 and other building material that is 2-4x stronger than wood. Lasts longer.  25,000 different products, 5,000 known textiles (That was in 1938!). They are looking into making polymer with it. Like those high grade plastics used in, well, almost everything. From guns to blow dryers, etc. etc. This would make a more environmentally-friendly version.  Same with paper, our Constitution is written on hemp paper. George Washington smoked hemp, and grew it, even telling others to do it. Benjamin Franklin had a hemp paper mill. And news press. Hemp paper is the highest quality paper in the world. And completely renewable and eco-friendly. Industrial hemp can be grown en-mass with very little THC, making thieves unlikely. Plus it could be grown as a number one cash crop from Cali to Utah to Nebraska and most of the Bible-belt states.  Did I mention you can build the body for a car using hemp polymer? Even space shuttles and planes! Then you can fuel them using hemp-fuel that has ZERO carbon emissions.  ""Why isn't it legal if it's so great?"" You ask? Well, it's simple. Big biz, Pharm, Tobacco (although they will be changing their mind, surely), alcohol, lumber, oil, people who in the pocket of the cartels, etc. Don't want that. Enough of them got enough people tricked to keep this going for years.  Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth. In 40 years of constant usage no user of just marijuana has ever gotten cancer or otherwise ill effects. Something would have shown up.  Dr. Lester Grinspoon, MD  Professor Emeritus, Harvard Medical School  ""There are no deaths from cannabis""  -Can be seen in the documentary ""The Union: The Business of Getting High""  Watch that on TopDocumentryFilms.com and then research and judge for yourself. Please!",p-medicine,1
ma338arg2,"I think you aren't well educated on what cannabis can actually do for society.  Did you know that if cannabis were legalized that it could replace the lumber industry with a renewable, green house resource? It requires no pesticides to grow, the pesticides companies don't like that. Big lumber are the guys who got the crop made illegal back in 1937. Crashes under impairment would likely go down, as many bars might adopt marijuana instead of alcohol. Orp people might start smoking instead of drinking. Studies have shown that impairment while driving (while not encouraged ,and should have a limit, like alcohol. Keep in mind we didn't develop one before re-legalizing it in 1937.) Other studies show that cannabis going illegal at the same time alcohol became legal again was a gift to organized crime.  See, organized crime didn't exist the way it did (or at all) before alcohol prohibition. That literally changed the face of our nation. Marijuana and other drug prohibition changed everything as well. It (marijuana) is responsible for 70% of Drug Cartel income. We can end that with legalization.  Industrial benefits of hemp: Can make 2x4 and other building material that is 2-4x stronger than wood. Lasts longer.  25,000 different products, 5,000 known textiles (That was in 1938!). They are looking into making polymer with it. Like those high grade plastics used in, well, almost everything. From guns to blow dryers, etc. etc. This would make a more environmentally-friendly version.  Same with paper, our Constitution is written on hemp paper. George Washington smoked hemp, and grew it, even telling others to do it. Benjamin Franklin had a hemp paper mill. And news press. Hemp paper is the highest quality paper in the world. And completely renewable and eco-friendly. Industrial hemp can be grown en-mass with very little THC, making thieves unlikely. Plus it could be grown as a number one cash crop from Cali to Utah to Nebraska and most of the Bible-belt states.  Did I mention you can build the body for a car using hemp polymer? Even space shuttles and planes! Then you can fuel them using hemp-fuel that has ZERO carbon emissions.  ""Why isn't it legal if it's so great?"" You ask? Well, it's simple. Big biz, Pharm, Tobacco (although they will be changing their mind, surely), alcohol, lumber, oil, people who in the pocket of the cartels, etc. Don't want that. Enough of them got enough people tricked to keep this going for years.  Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth. In 40 years of constant usage no user of just marijuana has ever gotten cancer or otherwise ill effects. Something would have shown up.  Dr. Lester Grinspoon, MD  Professor Emeritus, Harvard Medical School  ""There are no deaths from cannabis""  -Can be seen in the documentary ""The Union: The Business of Getting High""  Watch that on TopDocumentryFilms.com and then research and judge for yourself. Please!",p-legal,1
ma338arg3,"I think you aren't well educated on what cannabis can actually do for society.  Did you know that if cannabis were legalized that it could replace the lumber industry with a renewable, green house resource? It requires no pesticides to grow, the pesticides companies don't like that. Big lumber are the guys who got the crop made illegal back in 1937. Crashes under impairment would likely go down, as many bars might adopt marijuana instead of alcohol. Orp people might start smoking instead of drinking. Studies have shown that impairment while driving (while not encouraged ,and should have a limit, like alcohol. Keep in mind we didn't develop one before re-legalizing it in 1937.) Other studies show that cannabis going illegal at the same time alcohol became legal again was a gift to organized crime.  See, organized crime didn't exist the way it did (or at all) before alcohol prohibition. That literally changed the face of our nation. Marijuana and other drug prohibition changed everything as well. It (marijuana) is responsible for 70% of Drug Cartel income. We can end that with legalization.  Industrial benefits of hemp: Can make 2x4 and other building material that is 2-4x stronger than wood. Lasts longer.  25,000 different products, 5,000 known textiles (That was in 1938!). They are looking into making polymer with it. Like those high grade plastics used in, well, almost everything. From guns to blow dryers, etc. etc. This would make a more environmentally-friendly version.  Same with paper, our Constitution is written on hemp paper. George Washington smoked hemp, and grew it, even telling others to do it. Benjamin Franklin had a hemp paper mill. And news press. Hemp paper is the highest quality paper in the world. And completely renewable and eco-friendly. Industrial hemp can be grown en-mass with very little THC, making thieves unlikely. Plus it could be grown as a number one cash crop from Cali to Utah to Nebraska and most of the Bible-belt states.  Did I mention you can build the body for a car using hemp polymer? Even space shuttles and planes! Then you can fuel them using hemp-fuel that has ZERO carbon emissions.  ""Why isn't it legal if it's so great?"" You ask? Well, it's simple. Big biz, Pharm, Tobacco (although they will be changing their mind, surely), alcohol, lumber, oil, people who in the pocket of the cartels, etc. Don't want that. Enough of them got enough people tricked to keep this going for years.  Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth. In 40 years of constant usage no user of just marijuana has ever gotten cancer or otherwise ill effects. Something would have shown up.  Dr. Lester Grinspoon, MD  Professor Emeritus, Harvard Medical School  ""There are no deaths from cannabis""  -Can be seen in the documentary ""The Union: The Business of Getting High""  Watch that on TopDocumentryFilms.com and then research and judge for yourself. Please!",p-right,0
ma338arg4,"I think you aren't well educated on what cannabis can actually do for society.  Did you know that if cannabis were legalized that it could replace the lumber industry with a renewable, green house resource? It requires no pesticides to grow, the pesticides companies don't like that. Big lumber are the guys who got the crop made illegal back in 1937. Crashes under impairment would likely go down, as many bars might adopt marijuana instead of alcohol. Orp people might start smoking instead of drinking. Studies have shown that impairment while driving (while not encouraged ,and should have a limit, like alcohol. Keep in mind we didn't develop one before re-legalizing it in 1937.) Other studies show that cannabis going illegal at the same time alcohol became legal again was a gift to organized crime.  See, organized crime didn't exist the way it did (or at all) before alcohol prohibition. That literally changed the face of our nation. Marijuana and other drug prohibition changed everything as well. It (marijuana) is responsible for 70% of Drug Cartel income. We can end that with legalization.  Industrial benefits of hemp: Can make 2x4 and other building material that is 2-4x stronger than wood. Lasts longer.  25,000 different products, 5,000 known textiles (That was in 1938!). They are looking into making polymer with it. Like those high grade plastics used in, well, almost everything. From guns to blow dryers, etc. etc. This would make a more environmentally-friendly version.  Same with paper, our Constitution is written on hemp paper. George Washington smoked hemp, and grew it, even telling others to do it. Benjamin Franklin had a hemp paper mill. And news press. Hemp paper is the highest quality paper in the world. And completely renewable and eco-friendly. Industrial hemp can be grown en-mass with very little THC, making thieves unlikely. Plus it could be grown as a number one cash crop from Cali to Utah to Nebraska and most of the Bible-belt states.  Did I mention you can build the body for a car using hemp polymer? Even space shuttles and planes! Then you can fuel them using hemp-fuel that has ZERO carbon emissions.  ""Why isn't it legal if it's so great?"" You ask? Well, it's simple. Big biz, Pharm, Tobacco (although they will be changing their mind, surely), alcohol, lumber, oil, people who in the pocket of the cartels, etc. Don't want that. Enough of them got enough people tricked to keep this going for years.  Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth. In 40 years of constant usage no user of just marijuana has ever gotten cancer or otherwise ill effects. Something would have shown up.  Dr. Lester Grinspoon, MD  Professor Emeritus, Harvard Medical School  ""There are no deaths from cannabis""  -Can be seen in the documentary ""The Union: The Business of Getting High""  Watch that on TopDocumentryFilms.com and then research and judge for yourself. Please!",p-no_damage,1
ma338arg5,"I think you aren't well educated on what cannabis can actually do for society.  Did you know that if cannabis were legalized that it could replace the lumber industry with a renewable, green house resource? It requires no pesticides to grow, the pesticides companies don't like that. Big lumber are the guys who got the crop made illegal back in 1937. Crashes under impairment would likely go down, as many bars might adopt marijuana instead of alcohol. Orp people might start smoking instead of drinking. Studies have shown that impairment while driving (while not encouraged ,and should have a limit, like alcohol. Keep in mind we didn't develop one before re-legalizing it in 1937.) Other studies show that cannabis going illegal at the same time alcohol became legal again was a gift to organized crime.  See, organized crime didn't exist the way it did (or at all) before alcohol prohibition. That literally changed the face of our nation. Marijuana and other drug prohibition changed everything as well. It (marijuana) is responsible for 70% of Drug Cartel income. We can end that with legalization.  Industrial benefits of hemp: Can make 2x4 and other building material that is 2-4x stronger than wood. Lasts longer.  25,000 different products, 5,000 known textiles (That was in 1938!). They are looking into making polymer with it. Like those high grade plastics used in, well, almost everything. From guns to blow dryers, etc. etc. This would make a more environmentally-friendly version.  Same with paper, our Constitution is written on hemp paper. George Washington smoked hemp, and grew it, even telling others to do it. Benjamin Franklin had a hemp paper mill. And news press. Hemp paper is the highest quality paper in the world. And completely renewable and eco-friendly. Industrial hemp can be grown en-mass with very little THC, making thieves unlikely. Plus it could be grown as a number one cash crop from Cali to Utah to Nebraska and most of the Bible-belt states.  Did I mention you can build the body for a car using hemp polymer? Even space shuttles and planes! Then you can fuel them using hemp-fuel that has ZERO carbon emissions.  ""Why isn't it legal if it's so great?"" You ask? Well, it's simple. Big biz, Pharm, Tobacco (although they will be changing their mind, surely), alcohol, lumber, oil, people who in the pocket of the cartels, etc. Don't want that. Enough of them got enough people tricked to keep this going for years.  Recent tests also show that smoking or inhaling, or otherwise ingesting cannabis can increase your brain cell growth. In 40 years of constant usage no user of just marijuana has ever gotten cancer or otherwise ill effects. Something would have shown up.  Dr. Lester Grinspoon, MD  Professor Emeritus, Harvard Medical School  ""There are no deaths from cannabis""  -Can be seen in the documentary ""The Union: The Business of Getting High""  Watch that on TopDocumentryFilms.com and then research and judge for yourself. Please!",p-Other,1
